Product Name,Category,Location,MRP,Blinkit Price,Zepto Price,Instamart Price,Discount (%),Margin (%),Festive/Seasonal Impact,Delivery Distance (km),Shelf Life (days),Min Stock,Max Stock,Final Price,Customer Sentiment,Weight (g/ml),Weight Unit,Order Year,Order Month,Order Day,Order Hour,Order Time Category
Wheat (),Grocery,Wakad,80,66.25,68.18,66.63,16,20,Holi,4.9,352,31,138,67.02,Neutral,1000.0,g,2024,10,16,23,Night
Govardhan Paneer (),Dairy,Viman Nagar,109,103.13,103.86,103.3,5,27,,1.7,8,29,75,103.43,Neutral,200.0,g,2024,11,13,5,Morning
Tomatoes (),Vegetables,Aundh,47,39.71,39.54,39.52,16,25,Exam Season,1.0,7,18,108,39.59,Positive,1000.0,g,2024,2,1,21,Night
Salt (),Grocery,Viman Nagar,20,16.84,16.71,15.65,20,22,Exam Season,1.5,205,14,175,16.4,Positive,500.0,g,2024,4,9,19,Evening
Sugar (),Grocery,Wakad,58,46.5,46.81,46.67,19,19,Summer,2.9,197,34,67,46.66,Positive,1000.0,g,2024,7,2,9,Morning
Amul Milk (),Dairy,Viman Nagar,56,49.32,50.26,50.79,11,10,Monsoon,2.7,15,49,107,50.12,Positive,1.0,l,2024,6,17,19,Evening
Oranges (),Fruits,Wakad,87,79.4,79.51,79.11,9,19,Summer,4.9,7,20,70,79.34,Neutral,1000.0,g,2024,3,30,17,Evening
Amul Milk (),Dairy,Aundh,56,48.33,47.86,47.96,15,29,Exam Season,2.7,8,43,122,48.05,Neutral,1.0,l,2024,5,31,23,Night
Saffola Oil (),Grocery,Viman Nagar,176,163.47,164.62,163.72,7,13,Summer,2.3,291,16,66,163.94,Negative,1.0,l,2024,11,3,11,Morning
Bananas (),Fruits,Baner,61,52.4,52.11,52.99,14,30,Winter,1.0,11,18,101,52.5,Positive,1.0,dozen,2024,8,4,2,Night
Coffee (),Grocery,Viman Nagar,200,177.4,178.58,177.68,11,12,Summer,2.8,320,33,83,177.89,Negative,200.0,g,2024,7,16,4,Night
Coffee (),Grocery,Wakad,200,173.04,174.47,173.54,13,24,Diwali,2.9,300,49,165,173.68,Positive,200.0,g,2024,2,29,20,Evening
Oreo Biscuit,Biscuits,Baner,99,90.09,90.0,91.03,9,19,Diwali,1.0,169,28,125,90.37,Positive,,Unknown,2024,12,24,11,Morning
Coffee (),Grocery,Baner,200,160.2,159.2,159.95,20,23,Diwali,1.4,266,38,126,159.78,Neutral,200.0,g,2024,2,27,19,Evening
Coffee (),Grocery,Kothrud,200,183.78,184.8,184.3,8,12,Exam Season,1.4,192,43,87,184.29,Neutral,200.0,g,2024,10,27,10,Morning
Parle-G,Biscuits,Kothrud,45,37.52,38.71,39.08,15,30,Monsoon,1.5,106,46,126,38.44,Neutral,,Unknown,2024,11,1,11,Morning
Bananas (),Fruits,Aundh,61,53.8,54.18,54.17,12,28,Exam Season,3.7,9,38,146,54.05,Negative,1.0,dozen,2024,12,18,12,Afternoon
Saffola Oil (),Grocery,Baner,176,141.61,142.31,142.85,19,20,Holi,4.7,299,13,189,142.26,Positive,1.0,l,2024,2,17,23,Night
Tea (),Grocery,Viman Nagar,150,123.47,123.84,123.78,18,30,Exam Season,4.6,284,26,137,123.7,Positive,250.0,g,2024,3,12,9,Morning
Apples (),Fruits,Wakad,157,131.5,131.56,131.03,16,11,,4.1,13,40,72,131.36,Positive,1000.0,g,2024,3,13,12,Afternoon
Parle-G,Biscuits,Wakad,45,38.17,39.75,38.98,13,11,Winter,3.0,91,11,124,38.97,Neutral,,Unknown,2024,4,5,21,Night
Parle-G,Biscuits,Kothrud,45,41.33,42.28,42.22,6,18,Holi,1.2,160,37,170,41.94,Negative,,Unknown,2024,5,16,2,Night
Apples (),Fruits,Kothrud,157,142.5,142.55,143.02,9,17,Summer,2.0,13,46,128,142.69,Neutral,1000.0,g,2024,4,29,17,Evening
Bananas (),Fruits,Wakad,61,57.2,58.85,58.28,5,24,,2.7,12,22,40,58.11,Negative,1.0,dozen,2024,10,1,23,Night
Govardhan Paneer (),Dairy,Kothrud,109,92.78,91.92,92.99,15,25,Monsoon,2.1,8,29,198,92.56,Positive,200.0,g,2024,2,17,10,Morning
Dal (),Grocery,Wakad,90,78.78,80.04,79.47,12,25,Monsoon,1.1,267,21,122,79.43,Negative,500.0,g,2024,12,2,21,Night
Bananas (),Fruits,Wakad,61,48.51,49.68,47.93,20,30,Summer,3.4,11,34,176,48.71,Positive,1.0,dozen,2024,10,30,18,Evening
Tea (),Grocery,Aundh,150,119.78,120.87,119.18,20,16,Exam Season,3.5,314,16,47,119.94,Negative,250.0,g,2024,6,27,1,Night
Dal (),Grocery,Aundh,90,82.15,82.45,82.41,8,13,Summer,4.4,225,29,140,82.34,Positive,500.0,g,2024,9,3,4,Night
Saffola Oil (),Grocery,Viman Nagar,176,155.09,154.1,154.93,12,26,Winter,2.3,224,12,113,154.71,Negative,1.0,l,2024,1,1,21,Night
Tea (),Grocery,Wakad,150,123.61,124.91,124.6,17,18,Winter,3.3,266,10,113,124.37,Positive,250.0,g,2024,2,8,1,Night
Govardhan Paneer (),Dairy,Viman Nagar,109,97.8,96.28,96.92,11,12,Exam Season,1.5,13,37,124,97.0,Negative,200.0,g,2024,6,24,1,Night
Bananas (),Fruits,Wakad,61,57.44,57.07,57.28,5,10,,1.4,9,45,67,57.26,Positive,1.0,dozen,2024,5,3,22,Night
Parle-G,Biscuits,Kothrud,45,41.14,42.12,41.83,7,10,Exam Season,3.8,96,10,87,41.7,Neutral,,Unknown,2024,4,4,19,Evening
Bingo Mad Angles,Snacks,Wakad,20,16.34,17.37,17.26,14,17,,2.7,135,24,92,16.99,Positive,,Unknown,2024,1,16,12,Afternoon
Amul Milk (),Dairy,Baner,56,51.73,52.57,52.11,6,21,Exam Season,1.8,14,17,147,52.14,Negative,1.0,l,2024,3,7,4,Night
Tea (),Grocery,Aundh,150,137.82,137.24,138.97,8,29,Winter,4.5,358,45,62,138.01,Negative,250.0,g,2024,9,12,23,Night
Bingo Mad Angles,Snacks,Kothrud,20,18.17,19.23,18.9,7,17,Summer,1.9,55,30,134,18.77,Positive,,Unknown,2024,1,19,23,Night
Dal (),Grocery,Aundh,90,80.6,81.62,81.7,10,25,Monsoon,2.2,314,40,186,81.31,Negative,500.0,g,2024,2,21,11,Morning
Govardhan Paneer (),Dairy,Baner,109,91.27,90.7,91.49,16,16,Diwali,3.8,14,38,192,91.15,Neutral,200.0,g,2024,6,26,12,Afternoon
Oranges (),Fruits,Baner,87,69.61,70.36,68.8,20,26,Diwali,4.9,10,49,105,69.59,Negative,1000.0,g,2024,6,18,1,Night
Tea (),Grocery,Wakad,150,128.12,126.87,126.76,15,16,Summer,4.6,211,13,91,127.25,Positive,250.0,g,2024,7,28,20,Evening
Wheat (),Grocery,Baner,80,70.46,69.66,68.78,13,27,Winter,4.4,365,24,87,69.63,Neutral,1000.0,g,2024,1,29,12,Afternoon
Salt (),Grocery,Wakad,20,18.17,18.12,17.38,11,14,Holi,1.9,357,18,90,17.89,Negative,500.0,g,2024,8,23,19,Evening
Salt (),Grocery,Viman Nagar,20,17.49,17.96,18.33,8,15,Monsoon,4.2,265,16,18,17.93,Neutral,500.0,g,2024,4,7,2,Night
Sugar (),Grocery,Baner,58,51.14,50.94,49.51,13,29,Holi,3.8,282,18,48,50.53,Neutral,1000.0,g,2024,2,12,22,Night
Oreo Biscuit,Biscuits,Wakad,99,81.41,80.73,81.87,18,26,,3.4,98,42,80,81.34,Positive,,Unknown,2024,1,28,3,Night
Wheat (),Grocery,Aundh,80,65.69,67.32,67.26,17,12,,3.1,197,36,144,66.76,Positive,1000.0,g,2024,10,11,2,Night
Tomatoes (),Vegetables,Baner,47,44.86,44.39,44.64,5,20,Summer,2.5,5,24,89,44.63,Positive,1000.0,g,2024,3,27,6,Morning
Rice (),Grocery,Kothrud,100,90.2,90.69,89.52,10,17,Exam Season,3.4,312,19,60,90.14,Neutral,1000.0,g,2024,3,21,17,Evening
Amul Milk (),Dairy,Wakad,56,45.96,47.26,46.44,17,15,Winter,4.1,7,27,141,46.55,Negative,1.0,l,2024,2,10,10,Morning
Tea (),Grocery,Wakad,150,122.64,123.92,122.89,18,24,,4.4,181,44,166,123.15,Positive,250.0,g,2024,9,29,10,Morning
Dal (),Grocery,Kothrud,90,78.99,79.25,80.0,12,10,,4.5,350,32,106,79.41,Positive,500.0,g,2024,1,4,13,Afternoon
Bananas (),Fruits,Kothrud,61,50.97,50.54,50.36,17,12,Winter,3.0,14,30,87,50.62,Negative,1.0,dozen,2024,3,1,23,Night
Wheat (),Grocery,Aundh,80,66.05,66.06,65.99,17,13,Exam Season,2.0,181,11,30,66.03,Positive,1000.0,g,2024,10,13,0,Night
Amul Milk (),Dairy,Wakad,56,50.7,49.2,50.74,11,17,,1.2,7,42,100,50.21,Positive,1.0,l,2024,10,30,17,Evening
Tomatoes (),Vegetables,Aundh,47,41.82,40.63,40.74,13,10,Holi,3.4,5,34,144,41.06,Neutral,1000.0,g,2024,8,9,16,Afternoon
Parle-G,Biscuits,Wakad,45,39.25,38.24,39.55,14,23,,4.4,99,36,131,39.01,Negative,,Unknown,2024,1,26,20,Evening
Parle-G,Biscuits,Viman Nagar,45,36.33,35.3,35.46,20,11,,1.1,127,42,94,35.7,Positive,,Unknown,2024,12,31,1,Night
Coffee (),Grocery,Wakad,200,182.82,181.53,181.59,9,20,Monsoon,4.0,301,29,195,181.98,Positive,200.0,g,2024,11,12,7,Morning
Atta (),Grocery,Wakad,70,64.44,62.74,64.12,9,28,Monsoon,3.7,187,13,16,63.77,Negative,1000.0,g,2024,1,26,4,Night
Sugar (),Grocery,Kothrud,58,46.35,45.5,47.28,20,23,Holi,4.3,276,29,107,46.38,Neutral,1000.0,g,2024,2,22,4,Night
Dal (),Grocery,Baner,90,74.86,75.36,74.75,17,15,Winter,3.8,324,41,191,74.99,Negative,500.0,g,2024,11,10,12,Afternoon
Bingo Mad Angles,Snacks,Wakad,20,17.2,18.07,17.44,14,16,Exam Season,4.4,62,18,189,17.57,Negative,,Unknown,2024,3,18,12,Afternoon
Rice (),Grocery,Kothrud,100,82.07,83.38,82.92,17,19,Exam Season,3.2,297,30,166,82.79,Negative,1000.0,g,2024,2,16,10,Morning
Sugar (),Grocery,Baner,58,48.33,48.64,47.85,16,18,,4.9,240,40,186,48.27,Negative,1000.0,g,2024,9,27,18,Evening
Oranges (),Fruits,Kothrud,87,82.19,81.07,80.79,6,17,Diwali,1.7,14,13,127,81.35,Neutral,1000.0,g,2024,7,21,21,Night
Apples (),Fruits,Baner,157,138.75,138.49,138.8,12,21,Holi,3.7,8,33,126,138.68,Neutral,1000.0,g,2024,6,24,16,Afternoon
Tea (),Grocery,Aundh,150,135.87,136.91,136.3,9,11,Exam Season,1.4,253,19,120,136.36,Negative,250.0,g,2024,8,30,0,Night
Oreo Biscuit,Biscuits,Wakad,99,87.44,88.94,88.34,11,30,Winter,1.3,79,23,103,88.24,Negative,,Unknown,2024,8,2,12,Afternoon
Salt (),Grocery,Wakad,20,19.24,17.96,18.83,6,20,Monsoon,2.6,303,19,132,18.68,Neutral,500.0,g,2024,7,17,10,Morning
Amul Milk (),Dairy,Viman Nagar,56,52.47,54.07,52.62,5,28,Exam Season,4.3,9,40,154,53.05,Neutral,1.0,l,2024,1,31,21,Night
Coffee (),Grocery,Viman Nagar,200,175.41,176.18,176.45,12,29,Holi,1.6,293,12,41,176.01,Positive,200.0,g,2024,7,21,17,Evening
Salt (),Grocery,Aundh,20,16.42,18.26,16.79,13,13,Holi,2.7,343,40,109,17.16,Negative,500.0,g,2024,4,3,21,Night
Coffee (),Grocery,Baner,200,184.92,184.51,184.74,8,24,Diwali,3.6,275,15,111,184.72,Neutral,200.0,g,2024,12,16,15,Afternoon
Saffola Oil (),Grocery,Aundh,176,146.97,146.93,146.3,17,14,,1.3,209,33,55,146.73,Negative,1.0,l,2024,7,3,14,Afternoon
Bananas (),Fruits,Aundh,61,49.2,50.33,49.07,18,21,Diwali,2.2,10,13,63,49.53,Positive,1.0,dozen,2024,2,25,17,Evening
Amul Milk (),Dairy,Aundh,56,47.26,47.81,47.32,15,29,Summer,2.8,10,36,41,47.46,Positive,1.0,l,2024,1,2,4,Night
Bananas (),Fruits,Kothrud,61,54.51,54.86,54.79,9,21,Winter,3.3,13,39,52,54.72,Positive,1.0,dozen,2024,6,22,2,Night
Rice (),Grocery,Baner,100,95.87,95.49,94.17,5,17,Holi,3.5,237,18,60,95.18,Positive,1000.0,g,2024,3,22,23,Night
Atta (),Grocery,Aundh,70,59.65,60.58,60.64,14,18,Summer,2.3,359,31,134,60.29,Negative,1000.0,g,2024,1,15,14,Afternoon
Dal (),Grocery,Viman Nagar,90,78.16,78.11,76.56,14,22,Holi,1.9,222,26,107,77.61,Neutral,500.0,g,2024,8,14,17,Evening
Apples (),Fruits,Aundh,157,138.98,138.43,137.45,12,27,Exam Season,4.3,13,13,166,138.29,Positive,1000.0,g,2024,12,16,15,Afternoon
Apples (),Fruits,Baner,157,127.33,127.33,126.33,19,21,Winter,4.8,7,39,57,127.0,Negative,1000.0,g,2024,8,31,17,Evening
Saffola Oil (),Grocery,Wakad,176,163.5,164.33,163.42,7,20,Winter,3.3,316,33,50,163.75,Neutral,1.0,l,2024,10,27,11,Morning
Amul Milk (),Dairy,Aundh,56,50.08,51.19,51.08,9,30,Monsoon,2.5,7,27,191,50.78,Negative,1.0,l,2024,8,22,10,Morning
Parle-G,Biscuits,Baner,45,41.49,42.78,42.28,7,27,Monsoon,4.8,153,36,104,42.18,Positive,,Unknown,2024,11,20,21,Night
Oreo Biscuit,Biscuits,Viman Nagar,99,84.04,84.06,84.33,15,16,,4.6,83,27,131,84.14,Neutral,,Unknown,2024,10,2,6,Morning
Apples (),Fruits,Kothrud,157,142.2,142.14,141.17,10,26,Diwali,3.5,13,42,45,141.84,Neutral,1000.0,g,2024,2,10,2,Night
Atta (),Grocery,Viman Nagar,70,62.96,61.37,61.92,11,22,Holi,2.1,253,49,119,62.08,Positive,1000.0,g,2024,4,29,4,Night
Dal (),Grocery,Wakad,90,84.49,84.48,83.01,7,21,Exam Season,1.3,276,35,188,83.99,Positive,500.0,g,2024,1,26,11,Morning
Govardhan Paneer (),Dairy,Wakad,109,87.6,88.21,87.66,19,17,Exam Season,2.7,5,45,146,87.82,Neutral,200.0,g,2024,6,15,5,Morning
Sugar (),Grocery,Aundh,58,47.6,47.96,48.83,17,13,Exam Season,3.8,195,28,199,48.13,Negative,1000.0,g,2024,1,4,20,Evening
Salt (),Grocery,Kothrud,20,15.84,16.33,16.23,20,13,,1.8,302,40,200,16.13,Negative,500.0,g,2024,3,25,2,Night
Oreo Biscuit,Biscuits,Viman Nagar,99,93.57,94.69,93.59,5,14,Summer,1.2,180,37,141,93.95,Neutral,,Unknown,2024,10,7,0,Night
Tomatoes (),Vegetables,Viman Nagar,47,37.92,38.94,38.91,18,17,Monsoon,1.1,5,19,53,38.59,Neutral,1000.0,g,2024,5,30,13,Afternoon
Tomatoes (),Vegetables,Baner,47,41.68,40.86,40.76,12,26,Summer,2.9,10,32,43,41.1,Positive,1000.0,g,2024,8,29,3,Night
Oranges (),Fruits,Aundh,87,81.42,81.64,81.36,7,29,Exam Season,4.5,9,27,30,81.47,Positive,1000.0,g,2024,10,1,8,Morning
Oreo Biscuit,Biscuits,Kothrud,99,94.83,94.05,94.2,5,26,Monsoon,2.0,112,18,81,94.36,Positive,,Unknown,2024,11,25,2,Night
Dal (),Grocery,Kothrud,90,81.92,81.45,82.78,9,10,Monsoon,1.6,230,23,58,82.05,Positive,500.0,g,2024,2,28,23,Night
Govardhan Paneer (),Dairy,Viman Nagar,109,104.27,103.72,102.91,5,13,Winter,3.3,10,42,52,103.63,Negative,200.0,g,2024,5,30,20,Evening
Coffee (),Grocery,Aundh,200,168.58,168.48,167.28,16,28,Monsoon,3.0,359,25,54,168.11,Negative,200.0,g,2024,7,19,17,Evening
Sugar (),Grocery,Kothrud,58,51.64,50.06,50.94,12,28,Diwali,1.1,255,34,86,50.88,Neutral,1000.0,g,2024,11,20,21,Night
Parle-G,Biscuits,Baner,45,35.47,36.5,36.1,20,27,Holi,2.4,90,39,157,36.02,Neutral,,Unknown,2024,5,20,12,Afternoon
Tea (),Grocery,Aundh,150,130.77,130.64,131.39,13,20,Summer,5.0,347,25,75,130.93,Neutral,250.0,g,2024,12,19,10,Morning
Atta (),Grocery,Kothrud,70,62.57,60.99,62.04,12,10,Monsoon,2.6,254,29,92,61.87,Neutral,1000.0,g,2024,3,25,16,Afternoon
Oreo Biscuit,Biscuits,Wakad,99,88.75,88.63,89.6,10,15,,2.9,60,35,132,88.99,Neutral,,Unknown,2024,4,7,12,Afternoon
Tomatoes (),Vegetables,Wakad,47,39.16,39.12,38.92,18,22,Summer,3.1,8,42,134,39.07,Positive,1000.0,g,2024,10,4,18,Evening
Parle-G,Biscuits,Baner,45,36.53,35.11,35.19,20,26,Exam Season,3.9,67,35,93,35.61,Negative,,Unknown,2024,11,6,9,Morning
Govardhan Paneer (),Dairy,Baner,109,92.32,92.36,93.07,15,13,Winter,2.3,6,27,73,92.58,Neutral,200.0,g,2024,12,23,22,Night
Tea (),Grocery,Wakad,150,140.45,139.13,139.72,7,13,Holi,1.9,322,20,60,139.77,Neutral,250.0,g,2024,11,6,22,Night
Amul Milk (),Dairy,Wakad,56,49.14,47.89,47.74,13,13,,3.7,5,32,41,48.26,Neutral,1.0,l,2024,9,14,21,Night
Tomatoes (),Vegetables,Kothrud,47,42.64,41.5,41.91,10,20,Monsoon,3.0,5,43,71,42.02,Neutral,1000.0,g,2024,1,14,7,Morning
Apples (),Fruits,Aundh,157,131.08,131.86,131.17,16,16,Summer,2.2,12,30,137,131.37,Negative,1000.0,g,2024,5,24,10,Morning
Oranges (),Fruits,Aundh,87,69.44,68.87,70.04,20,20,Summer,4.7,12,47,175,69.45,Negative,1000.0,g,2024,2,21,15,Afternoon
Dal (),Grocery,Baner,90,83.84,83.77,83.64,6,14,Summer,2.7,352,47,159,83.75,Negative,500.0,g,2024,7,3,18,Evening
Bingo Mad Angles,Snacks,Viman Nagar,20,18.57,17.5,18.56,8,24,Holi,2.6,144,31,120,18.21,Negative,,Unknown,2024,11,19,11,Morning
Amul Milk (),Dairy,Viman Nagar,56,48.61,47.37,48.53,14,16,Diwali,4.4,12,15,39,48.17,Negative,1.0,l,2024,6,4,10,Morning
Atta (),Grocery,Kothrud,70,58.86,60.46,60.14,15,27,Exam Season,2.6,346,15,153,59.82,Neutral,1000.0,g,2024,7,3,23,Night
Salt (),Grocery,Viman Nagar,20,18.57,17.51,16.86,12,21,Summer,4.9,199,30,164,17.65,Positive,500.0,g,2024,10,14,16,Afternoon
Apples (),Fruits,Aundh,157,149.09,150.1,149.86,5,28,Winter,4.6,14,45,132,149.68,Negative,1000.0,g,2024,4,26,7,Morning
Saffola Oil (),Grocery,Viman Nagar,176,153.94,152.61,152.54,13,12,Diwali,1.4,284,29,134,153.03,Positive,1.0,l,2024,9,26,4,Night
Atta (),Grocery,Wakad,70,65.55,65.6,66.18,6,10,Summer,2.6,297,29,31,65.78,Negative,1000.0,g,2024,10,3,9,Morning
Parle-G,Biscuits,Kothrud,45,42.2,42.38,42.0,5,23,Monsoon,1.0,122,12,84,42.19,Negative,,Unknown,2024,11,26,14,Afternoon
Govardhan Paneer (),Dairy,Wakad,109,88.63,89.12,87.56,19,25,Winter,3.9,13,40,101,88.44,Positive,200.0,g,2024,5,20,10,Morning
Govardhan Paneer (),Dairy,Viman Nagar,109,91.43,90.86,91.39,16,16,Winter,4.0,14,47,63,91.23,Neutral,200.0,g,2024,8,28,17,Evening
Parle-G,Biscuits,Kothrud,45,41.84,41.73,41.36,7,13,Holi,2.7,122,28,100,41.64,Negative,,Unknown,2024,7,23,1,Night
Apples (),Fruits,Baner,157,134.14,133.76,133.31,15,10,Monsoon,3.2,11,23,117,133.74,Negative,1000.0,g,2024,10,12,23,Night
Oranges (),Fruits,Aundh,87,74.39,74.47,72.95,15,23,Winter,3.7,7,38,199,73.94,Negative,1000.0,g,2024,6,16,15,Afternoon
Sugar (),Grocery,Aundh,58,50.98,50.19,49.5,13,30,Monsoon,4.2,342,22,94,50.22,Negative,1000.0,g,2024,2,4,0,Night
Amul Milk (),Dairy,Aundh,56,49.23,48.03,47.89,13,14,Holi,3.1,8,13,169,48.38,Positive,1.0,l,2024,4,24,22,Night
Tea (),Grocery,Wakad,150,138.51,138.73,138.08,8,25,,4.5,228,39,116,138.44,Negative,250.0,g,2024,2,11,11,Morning
Atta (),Grocery,Viman Nagar,70,67.36,67.44,66.35,5,24,,2.1,311,34,53,67.05,Neutral,1000.0,g,2024,11,15,18,Evening
Oreo Biscuit,Biscuits,Wakad,99,85.39,85.19,85.43,13,19,Monsoon,3.1,124,18,189,85.34,Negative,,Unknown,2024,12,26,0,Night
Sugar (),Grocery,Aundh,58,52.48,52.17,53.28,9,21,Winter,4.2,219,11,92,52.64,Positive,1000.0,g,2024,3,14,13,Afternoon
Oranges (),Fruits,Kothrud,87,81.25,81.13,81.49,6,21,Winter,2.9,13,14,169,81.29,Positive,1000.0,g,2024,5,11,16,Afternoon
Tomatoes (),Vegetables,Viman Nagar,47,42.15,41.8,43.08,9,19,Holi,4.8,9,33,43,42.34,Positive,1000.0,g,2024,6,21,12,Afternoon
Rice (),Grocery,Baner,100,89.68,89.34,88.13,11,23,Exam Season,2.0,298,35,130,89.05,Negative,1000.0,g,2024,7,27,2,Night
Coffee (),Grocery,Wakad,200,170.77,170.54,170.45,15,23,Monsoon,1.7,325,24,190,170.59,Negative,200.0,g,2024,12,23,13,Afternoon
Tomatoes (),Vegetables,Wakad,47,37.02,36.63,37.96,20,13,Holi,3.8,8,17,140,37.2,Negative,1000.0,g,2024,11,17,5,Morning
Coffee (),Grocery,Aundh,200,163.61,164.84,163.96,18,15,Exam Season,2.4,254,32,174,164.14,Positive,200.0,g,2024,11,10,7,Morning
Oreo Biscuit,Biscuits,Kothrud,99,91.17,91.25,91.22,8,10,,3.4,179,16,31,91.21,Positive,,Unknown,2024,3,7,6,Morning
Apples (),Fruits,Aundh,157,146.61,148.43,146.78,6,28,Winter,1.1,10,46,116,147.27,Neutral,1000.0,g,2024,8,5,20,Evening
Oranges (),Fruits,Aundh,87,83.37,82.85,82.5,5,10,Summer,2.8,8,44,163,82.91,Negative,1000.0,g,2024,3,9,8,Morning
Govardhan Paneer (),Dairy,Baner,109,94.46,95.18,94.92,13,30,Exam Season,3.0,15,12,56,94.85,Positive,200.0,g,2024,4,7,4,Night
Coffee (),Grocery,Viman Nagar,200,172.26,172.64,172.23,14,25,Monsoon,2.2,263,41,167,172.38,Positive,200.0,g,2024,8,18,11,Morning
Oreo Biscuit,Biscuits,Aundh,99,85.85,84.4,84.69,14,16,,3.0,90,20,44,84.98,Positive,,Unknown,2024,3,24,22,Night
Saffola Oil (),Grocery,Baner,176,156.74,156.41,157.59,11,26,Winter,4.1,281,39,84,156.91,Positive,1.0,l,2024,4,5,21,Night
Parle-G,Biscuits,Viman Nagar,45,42.04,41.43,41.67,7,19,,3.0,109,18,169,41.71,Negative,,Unknown,2024,6,22,19,Evening
Oranges (),Fruits,Wakad,87,76.27,77.45,75.98,12,12,Exam Season,4.7,11,28,107,76.57,Neutral,1000.0,g,2024,10,1,7,Morning
Apples (),Fruits,Wakad,157,135.05,134.42,134.8,14,19,,3.0,7,16,137,134.76,Negative,1000.0,g,2024,6,26,17,Evening
Rice (),Grocery,Baner,100,82.98,81.78,81.52,18,22,Diwali,2.4,193,19,70,82.09,Positive,1000.0,g,2024,5,23,15,Afternoon
Apples (),Fruits,Kothrud,157,145.61,145.08,145.92,7,18,Winter,4.4,7,30,109,145.54,Positive,1000.0,g,2024,4,5,3,Night
Parle-G,Biscuits,Baner,45,35.65,35.92,35.97,19,28,Exam Season,3.5,134,46,85,35.85,Neutral,,Unknown,2024,11,1,21,Night
Dal (),Grocery,Wakad,90,85.04,84.69,83.68,6,24,,3.2,351,42,125,84.47,Negative,500.0,g,2024,8,24,17,Evening
Rice (),Grocery,Wakad,100,90.24,91.72,90.87,9,28,Exam Season,4.4,238,44,105,90.94,Positive,1000.0,g,2024,4,11,14,Afternoon
Govardhan Paneer (),Dairy,Wakad,109,99.01,99.03,98.36,9,22,Holi,1.5,15,13,31,98.8,Neutral,200.0,g,2024,7,25,16,Afternoon
Bananas (),Fruits,Baner,61,57.42,58.91,58.72,5,29,Summer,1.1,14,44,148,58.35,Neutral,1.0,dozen,2024,1,27,14,Afternoon
Wheat (),Grocery,Kothrud,80,64.66,63.84,64.4,19,24,,1.1,213,35,84,64.3,Neutral,1000.0,g,2024,7,6,16,Afternoon
Tomatoes (),Vegetables,Viman Nagar,47,40.17,39.69,41.36,14,11,Winter,3.6,8,37,80,40.41,Negative,1000.0,g,2024,2,6,8,Morning
Oranges (),Fruits,Wakad,87,77.44,76.65,75.99,12,20,Monsoon,3.3,8,35,165,76.69,Positive,1000.0,g,2024,10,31,4,Night
Coffee (),Grocery,Wakad,200,187.88,188.18,187.26,6,25,Holi,2.3,297,14,79,187.77,Positive,200.0,g,2024,4,24,19,Evening
Sugar (),Grocery,Aundh,58,52.27,52.11,52.89,10,22,Summer,2.8,208,16,29,52.42,Neutral,1000.0,g,2024,2,18,12,Afternoon
Bingo Mad Angles,Snacks,Viman Nagar,20,19.85,18.36,19.22,5,14,Holi,5.0,118,27,37,19.14,Positive,,Unknown,2024,8,28,18,Evening
Oreo Biscuit,Biscuits,Kothrud,99,91.08,92.25,91.47,7,27,Holi,1.5,91,22,102,91.6,Positive,,Unknown,2024,9,5,6,Morning
Parle-G,Biscuits,Aundh,45,39.27,40.0,40.49,11,14,Winter,1.4,134,42,67,39.92,Negative,,Unknown,2024,2,2,23,Night
Amul Milk (),Dairy,Viman Nagar,56,52.96,51.85,52.43,7,26,Winter,3.6,8,38,194,52.41,Negative,1.0,l,2024,2,26,11,Morning
Oranges (),Fruits,Baner,87,76.8,76.32,76.65,12,18,Holi,3.1,9,49,176,76.59,Negative,1000.0,g,2024,2,10,8,Morning
Salt (),Grocery,Baner,20,17.49,17.63,16.66,15,27,,2.2,251,21,45,17.26,Positive,500.0,g,2024,11,30,15,Afternoon
Wheat (),Grocery,Aundh,80,72.08,72.5,71.34,10,13,,2.0,299,12,178,71.97,Negative,1000.0,g,2024,9,13,16,Afternoon
Parle-G,Biscuits,Kothrud,45,39.41,39.36,40.23,11,21,Exam Season,3.6,84,19,198,39.67,Negative,,Unknown,2024,4,17,5,Morning
Tomatoes (),Vegetables,Aundh,47,41.65,43.28,42.33,10,30,Monsoon,3.6,7,11,152,42.42,Positive,1000.0,g,2024,8,14,16,Afternoon
Oranges (),Fruits,Wakad,87,76.15,74.8,75.77,13,12,Monsoon,2.6,9,25,80,75.57,Negative,1000.0,g,2024,6,5,1,Night
Tea (),Grocery,Kothrud,150,140.93,141.03,140.13,6,16,,2.2,272,37,160,140.7,Positive,250.0,g,2024,12,11,6,Morning
Tomatoes (),Vegetables,Baner,47,41.21,39.43,40.65,14,23,Summer,1.4,7,30,135,40.43,Negative,1000.0,g,2024,3,16,21,Night
Govardhan Paneer (),Dairy,Wakad,109,101.7,102.43,101.65,6,20,Winter,1.4,5,35,84,101.93,Positive,200.0,g,2024,4,25,5,Morning
Saffola Oil (),Grocery,Wakad,176,161.27,162.21,162.09,8,28,Holi,1.7,355,24,124,161.86,Positive,1.0,l,2024,2,12,18,Evening
Oranges (),Fruits,Baner,87,70.66,70.36,71.35,19,14,Summer,1.8,12,12,128,70.79,Neutral,1000.0,g,2024,12,21,0,Night
